lost,cell, sfn,sf, bbUeRef, rnti, mode,modul,mcs1,mcs2, prb,ndf1,ndf2,   tbs1,   tbs2, assBits,harq,cqi,ri,pucchPwr,puschPwr, sinr,dtx,modulation,mcs,prb,bler,    tbs,sr,    bsr,harq, 
    ,  3 , 907, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 907, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 907, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 907, 6, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 907, 6, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 907, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18030032,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 907, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  26 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
3404,  * , 940, 4,      * ,     ,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
  2 ,  * , 940, 7,      * ,     ,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,17992176,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,17996232,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.6 ,  25 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.6 ,  25 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,     0 , ACK,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18000288,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.1 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.1 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 6, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17895608,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 7, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17899664,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17903720,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17918832,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18015400,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18019456,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 940, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18034568,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 0, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17922888,    ,   ,  ,     .  ,     .  ,     ,   ,          , 19, 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17926944,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17942056,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,17946112,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18038624,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.1 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.1 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18042680,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.7 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.7 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18057792,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18072904,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -113.9 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -113.9 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 3, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17872768,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 4, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17961224,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17965280,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17969336,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,      0 ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18065904,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 8, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 8, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18081016,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  24 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  24 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,     0 , ACK,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 9, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 9, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18096128,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 942, 0, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 942, 0, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18089128,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.4 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 941, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
