lost,cell, sfn,sf, bbUeRef, rnti, mode,modul,mcs1,mcs2, prb,ndf1,ndf2,   tbs1,   tbs2, assBits,harq,cqi,ri,pucchPwr,puschPwr, sinr,dtx,modulation,mcs,prb,bler,    tbs,sr,    bsr,harq, 
    ,  3 , 844, 5, 3000860,13487, Mimo,64QAM,    ,    , 48 ,  Y ,  Y , 29296 , 29296 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  2 , 844, 5,    SIB ,65535,     , QPSK,  4 ,    ,  2 ,    ,    ,   120 ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5,    SIB ,65535,     , QPSK,  4 ,    ,  2 ,    ,    ,   120 ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,64QAM, 27 , 27 , 47 ,    ,    , 29296 , 29296 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18066016,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 844, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.5 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18070080,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  27 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 844, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  27 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 844, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,     0 , ACK,
    ,  3 , 844, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18074136,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  25 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.7 ,  25 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,     0 , ACK,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  2 , 844, 5,    SIB ,65535,     , QPSK,  4 ,    ,    ,  N ,    ,   120 ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5,    SIB ,65535,     , QPSK,  4 ,    ,    ,  N ,    ,   120 ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 5, 3000860,13487,     ,64QAM, 27 , 27 ,    ,  Y ,  Y , 29296 , 29296 ,17958712,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17977568,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17992672,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18100296,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18104352,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 7, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.8 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18108408,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 844, 8, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,17996736,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18000792,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18026952,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18031008,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18123520,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -113.8 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -113.8 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18127576,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 0, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18131632,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.3 ,     .  ,   9 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.3 ,     .  ,   9 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18146744,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 844, 9, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          , 19, 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 845, 1, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,17957664,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 2, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18035064,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18050176,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18054232,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,      0 ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18161856,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,    16QAM ,   , 2 ,    ,   776 ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.9 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 3, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.9 ,     .  ,   7 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18143808,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 4, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.2 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 7, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 7, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18169968,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.5 ,  26 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,  -96.5 ,  26 , N ,          ,   , 2 ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,     0 , ACK,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    , 15, 2,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 8, 3000860,13487, Mimo,64QAM,    ,    , 50 ,  Y ,  Y , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 8, 3000860,13487,     ,64QAM, 28 , 28 , 50 ,    ,    , 36696 , 36696 ,        ,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,18174024,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        , A A,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,     ,    ,    ,    ,    ,    ,       ,       ,        ,    ,   ,  , -114.6 ,     .  ,   8 ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 5, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18058288,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 6, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18073400,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
    ,  3 , 845, 7, 3000860,13487,     ,64QAM, 28 , 28 ,    ,  Y ,  Y , 36696 , 36696 ,18088512,    ,   ,  ,     .  ,     .  ,     ,   ,          ,   ,   ,    ,       ,  ,       ,    ,
