lost|cell|sfn |sf|bbUeRef |rnti |pucchPwr|puschPwr|gain|puschTpc|sinr |dtx|modulation|mcs|prb|prbSt|prbEn|ndf|bler|tbs    |sr|bsr    |phr|pucchIntNoisePower|puschIntNoisePower|harq|procId|
    |  3 | 942| 1| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 942| 2| 3000860|13487| -114.0 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 942| 4|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 942| 6| 3000860|13487|        |        |    |        |     |   |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |       |   |                  |                  |    |    2 |
4239|  * | 976| 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 0| 3000860|13487| -114.0 |        |    |        |   8 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
 675|  * | 976| 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 1| 3000860|13487| -115.2 |        |    |        |   6 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 2| 3000860|13487| -114.6 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 3| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 4| 3000860|13487| -114.5 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 976| 5|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 5| 3000860|13487| -114.1 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 6| 3000860|13487|        |  -96.6 |    |        |  25 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    6 |
    |  3 | 976| 7| 3000860|13487| -114.9 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 976| 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 8| 3000860|13487| -115.0 |        |    |        |   6 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 976| 9| 3000860|13487| -114.0 |        |    |        |   9 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 0| 3000860|13487| -114.4 |        |    |        |   8 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
    |  3 | 977| 1| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 2| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 3| 3000860|13487| -115.1 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
lost|cell|sfn |sf|bbUeRef |rnti |pucchPwr|puschPwr|gain|puschTpc|sinr |dtx|modulation|mcs|prb|prbSt|prbEn|ndf|bler|tbs    |sr|bsr    |phr|pucchIntNoisePower|puschIntNoisePower|harq|procId|
    |  3 | 977| 4| 3000860|13487| -115.3 |        |    |        |   6 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 5| 3000860|13487| -114.4 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 977| 6|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 6| 3000860|13487|        |  -96.6 |    |        |  26 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    0 |
  2 |  * | 977| 7|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 7| 3000860|13487| -114.5 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 8| 3000860|13487| -114.6 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 977| 9|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 977| 9| 3000860|13487| -114.8 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 978| 6| 3000860|13487|        |        |    |        |     |   |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |       |   |                  |                  |    |    2 |
4155|  * |1011| 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 0| 3000860|13487| -114.1 |        |    |        |   8 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
 663|  * |1011| 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 1| 3000860|13487| -114.8 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 2| 3000860|13487| -114.5 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 3| 3000860|13487| -114.6 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * |1011| 4|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 4| 3000860|13487| -114.6 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 5| 3000860|13487| -115.1 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 6| 3000860|13487|        |  -96.7 |    |        |  26 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    4 |
  2 |  * |1011| 7|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 7| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 8| 3000860|13487| -114.1 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1011| 9| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 0| 3000860|13487| -113.7 |        |    |        |   9 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
  2 |  * |1012| 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 1| 3000860|13487| -114.5 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 2| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 3| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 4| 3000860|13487| -114.5 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * |1012| 5|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 5| 3000860|13487| -114.4 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 6| 3000860|13487|        |  -96.7 |    |        |  26 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    6 |
    |  3 |1012| 7| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * |1012| 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 8| 3000860|13487| -114.7 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1012| 9| 3000860|13487| -114.7 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1013| 0| 3000860|13487| -114.5 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * |1013| 6|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 |1013| 6| 3000860|13487|        |        |    |        |     |   |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |       |   |                  |                  |    |    0 |
lost|cell|sfn |sf|bbUeRef |rnti |pucchPwr|puschPwr|gain|puschTpc|sinr |dtx|modulation|mcs|prb|prbSt|prbEn|ndf|bler|tbs    |sr|bsr    |phr|pucchIntNoisePower|puschIntNoisePower|harq|procId|
 595|  * | 18 | 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 18 | 8| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 18 | 9| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
3740|  * | 19 | 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 0| 3000860|13487| -114.4 |        |    |        |   7 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
    |  3 | 19 | 1| 3000860|13487| -114.7 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 19 | 2|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 2| 3000860|13487| -114.8 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 3| 3000860|13487| -114.9 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 4| 3000860|13487| -115.0 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 5| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 6| 3000860|13487|        |  -96.7 |    |        |  25 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    4 |
  2 |  * | 19 | 7|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 7| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 8| 3000860|13487| -114.6 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 19 | 9| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 20 | 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 0| 3000860|13487| -114.6 |        |    |        |   8 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
    |  3 | 20 | 1| 3000860|13487| -114.8 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 2| 3000860|13487| -114.6 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 20 | 3|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 3| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 4| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 5| 3000860|13487| -114.6 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 6| 3000860|13487|        |  -96.6 |    |        |  26 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    6 |
  2 |  * | 20 | 7|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 20 | 7| 3000860|13487| -114.1 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
4063|  * | 53 | 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 0| 3000860|13487|        |        |    |        |     |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
 647|  * | 53 | 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 1| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 2| 3000860|13487| -114.7 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 3| 3000860|13487| -114.6 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 4| 3000860|13487| -114.1 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 5| 3000860|13487| -114.6 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 6| 3000860|13487|        |  -96.6 |    |        |  25 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    0 |
  2 |  * | 53 | 7|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 7| 3000860|13487| -114.4 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 8| 3000860|13487| -114.1 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 53 | 9| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
lost|cell|sfn |sf|bbUeRef |rnti |pucchPwr|puschPwr|gain|puschTpc|sinr |dtx|modulation|mcs|prb|prbSt|prbEn|ndf|bler|tbs    |sr|bsr    |phr|pucchIntNoisePower|puschIntNoisePower|harq|procId|
    |  3 | 54 | 0| 3000860|13487| -114.1 |        |    |        |   9 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
  2 |  * | 54 | 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 1| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 2| 3000860|13487| -114.7 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 3| 3000860|13487| -114.8 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 54 | 4|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 4| 3000860|13487| -114.7 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 5| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 6| 3000860|13487|        |  -96.6 |    |        |  25 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    2 |
    |  3 | 54 | 7| 3000860|13487| -114.8 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 54 | 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 8| 3000860|13487| -114.6 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 54 | 9| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 55 | 0| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 55 | 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 55 | 1| 3000860|13487| -114.4 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 55 | 6| 3000860|13487|        |        |    |        |     |   |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |       |   |                  |                  |    |    4 |
 823|  * | 89 | 7|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 89 | 7| 3000860|13487|        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |     0 |   |                  |                  | ACK|    1 |
 691|  * | 89 | 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 89 | 8| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 89 | 9| 3000860|13487| -114.7 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
3537|  * | 90 | 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 0| 3000860|13487| -114.1 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 1| 3000860|13487| -115.3 |        |    |        |   7 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
    |  3 | 90 | 2| 3000860|13487| -114.4 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 90 | 3|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 3| 3000860|13487| -114.4 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 4| 3000860|13487| -114.2 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 5| 3000860|13487| -114.7 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 90 | 6|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 6| 3000860|13487| -114.7 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 7| 3000860|13487|        |  -96.7 |    |        |  25 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    3 |
    |  3 | 90 | 8| 3000860|13487| -114.8 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 90 | 9| 3000860|13487| -114.9 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 91 | 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 0| 3000860|13487| -114.0 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 1| 3000860|13487| -114.5 |        |    |        |   7 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
    |  3 | 91 | 2| 3000860|13487| -114.7 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 91 | 3|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
lost|cell|sfn |sf|bbUeRef |rnti |pucchPwr|puschPwr|gain|puschTpc|sinr |dtx|modulation|mcs|prb|prbSt|prbEn|ndf|bler|tbs    |sr|bsr    |phr|pucchIntNoisePower|puschIntNoisePower|harq|procId|
    |  3 | 91 | 3| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 4| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 5| 3000860|13487| -114.4 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 6| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 7| 3000860|13487|        |  -96.7 |    |        |  26 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    5 |
  2 |  * | 91 | 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 91 | 8| 3000860|13487| -115.0 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 92 | 1|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
3593|  * | 126| 9|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 126| 9| 3000860|13487| -114.0 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
 701|  * | 127| 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 0| 3000860|13487| -114.3 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 1| 3000860|13487| -114.6 |        |    |        |   7 |   |          | 19| 2 |  46 |     |   |    |   776 |  |       |   |                  |                  |    |      |
 835|  * | 127| 2|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 2| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 127| 3|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 3| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 4| 3000860|13487| -113.9 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 5| 3000860|13487| -114.4 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 6| 3000860|13487| -114.2 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 7| 3000860|13487|        |  -96.6 |    |        |  26 | N |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |     0 |   |                  |                  | ACK|    5 |
  2 |  * | 127| 8|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 8| 3000860|13487| -114.9 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 127| 9| 3000860|13487| -114.5 |        |    |        |   8 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
  2 |  * | 128| 0|      * |     |        |        |    |        |     |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 128| 0| 3000860|13487| -114.8 |        |    |        |   7 |   |          |   |   |     |     |   |    |       |  |       |   |                  |                  |    |      |
    |  3 | 128| 7| 3000860|13487|        |        |    |        |     |   |    16QAM |   | 2 |  46 |  47 | Y |    |   776 |  |       |   |                  |                  |    |    7 |
